1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1567683069531,0,49005,63,1.581,-7.360,-0.513,4,0.000,8,0.000,20,7.393,21,4.571,24,6.159,27,12.733,38,7.547,47,7.276,98,0.000,99,1.606,255,0,
1567683069708,177,49182,63,1.583,-7.376,-0.508,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,10.824,38,6.597,47,7.276,98,0.000,99,2.154,255,0,
1567683070217,0,49691,63,1.588,-7.391,-0.503,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,10.824,38,6.597,47,7.276,98,0.000,99,2.154,255,0,
1567683070423,206,49897,63,1.592,-7.381,-0.504,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,10.824,38,6.597,47,7.276,98,0.000,99,2.154,255,0,
1567683070751,328,50225,63,1.598,-7.343,-0.511,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,10.824,38,6.597,47,7.276,98,0.000,99,2.154,255,0,
1567683071438,0,50912,63,1.582,-7.113,-0.557,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683071783,200,51257,63,1.562,-6.955,-0.584,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683072165,382,51639,63,1.499,-6.419,-0.656,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683072702,0,52176,63,1.466,-6.142,-0.680,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683072815,113,52289,63,1.414,-5.656,-0.694,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683073167,147,52641,63,1.325,-4.741,-0.694,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683073716,0,53190,63,1.284,-4.331,-0.660,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683074127,0,53601,63,1.245,-3.794,-0.615,4,0.000,8,0.000,20,6.516,21,3.739,24,6.159,27,8.191,38,4.747,47,7.276,98,0.000,99,4.413,255,0,
1567683074307,180,53781,63,1.205,-3.048,-0.553,4,0.000,8,0.000,20,1.748,21,3.739,24,6.159,27,8.191,38,1.315,47,7.276,98,0.000,99,8.254,255,0,
1567683074679,230,54153,63,1.200,-2.893,-0.541,4,0.000,8,0.000,20,1.748,21,3.739,24,6.159,27,8.191,38,1.315,47,7.276,98,0.000,99,8.254,255,0,
1567683075076,1,54550,63,1.188,-2.476,-0.509,4,0.000,8,0.000,20,1.748,21,3.739,24,6.159,27,8.191,38,1.315,47,7.276,98,0.000,99,8.254,255,0,
1567683075582,1,55056,63,1.132,-1.239,-0.405,4,0.000,8,0.000,20,1.748,21,3.739,24,6.159,27,8.191,38,1.315,47,7.276,98,0.000,99,8.254,255,0,
1567683075930,0,55404,63,1.115,-0.973,-0.383,4,0.000,8,0.000,20,2.492,21,4.964,24,6.159,27,8.191,38,2.032,47,7.276,98,0.000,99,10.623,255,0,
1567683076415,42,55889,63,1.080,-0.426,-0.368,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683076638,0,56112,63,1.029,0.228,-0.384,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683076980,0,56454,63,1.006,0.549,-0.406,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683077426,231,56900,63,0.966,0.949,-0.437,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683077771,0,57245,63,0.920,1.425,-0.527,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683078019,155,57493,63,0.879,2.040,-0.736,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683078368,138,57842,63,0.863,2.324,-0.863,4,0.000,8,0.000,20,2.889,21,4.964,24,6.159,27,8.191,38,2.404,47,7.276,98,0.000,99,11.077,255,0,
1567683078783,136,58257,63,0.906,2.721,-1.142,4,0.000,8,0.000,20,5.991,21,8.749,24,0.000,27,8.191,38,5.736,47,7.276,98,0.000,99,14.528,255,0,
1567683079098,73,58572,63,0.971,3.281,-1.478,4,0.000,8,0.000,20,5.991,21,8.749,24,0.000,27,8.191,38,5.736,47,7.276,98,0.000,99,14.528,255,0,
1567683079530,277,59004,63,1.003,3.746,-1.657,4,0.000,8,0.000,20,5.991,21,8.749,24,0.000,27,8.191,38,5.736,47,7.276,98,0.000,99,14.528,255,0,
1567683079787,0,59261,63,0.986,4.088,-1.672,4,0.000,8,0.000,20,5.991,21,8.749,24,0.000,27,8.191,38,5.736,47,7.276,98,0.000,99,14.528,255,0,
1567683080099,1,59573,63,0.912,4.523,-1.574,4,0.000,8,0.000,20,5.991,21,8.749,24,0.000,27,8.191,38,5.736,47,7.276,98,0.000,99,14.528,255,0,
1567683080562,0,60036,63,0.822,5.012,-1.390,4,10.235,8,0.000,20,6.395,21,8.749,24,0.000,27,8.191,38,6.475,47,7.276,98,0.000,99,15.112,255,0,
1567683080908,246,60382,63,0.800,5.361,-1.254,4,10.235,8,0.000,20,6.395,21,8.749,24,0.000,27,8.191,38,6.475,47,7.276,98,0.000,99,15.112,255,0,
1567683081134,0,60608,63,0.907,5.744,-1.184,4,10.235,8,0.000,20,6.395,21,8.749,24,0.000,27,8.191,38,6.475,47,7.276,98,0.000,99,15.112,255,0,
1567683081560,134,61034,63,1.055,5.917,-1.208,4,10.235,8,0.000,20,6.395,21,8.749,24,0.000,27,8.191,38,6.475,47,7.276,98,0.000,99,15.112,255,0,
1567683081855,0,61329,63,1.266,6.024,-1.262,4,10.235,8,0.000,20,6.395,21,8.749,24,0.000,27,8.191,38,6.475,47,7.276,98,0.000,99,15.112,255,0,
1567683082209,90,61683,63,1.567,6.107,-1.350,4,14.711,8,0.000,20,6.424,21,9.258,24,0.000,27,8.191,38,6.554,47,7.276,98,0.000,99,15.160,255,0,
1567683082551,133,62025,63,1.675,6.136,-1.351,4,14.711,8,0.000,20,6.424,21,9.258,24,0.000,27,8.191,38,6.554,47,7.276,98,0.000,99,15.160,255,0,
1567683082897,0,62371,63,1.687,6.153,-1.319,4,14.711,8,0.000,20,6.424,21,9.258,24,0.000,27,8.191,38,6.554,47,7.276,98,0.000,99,15.160,255,0,
1567683083329,224,62803,63,1.664,6.189,-1.246,4,14.711,8,0.000,20,6.424,21,9.258,24,0.000,27,8.191,38,6.554,47,7.276,98,0.000,99,15.160,255,0,
1567683083653,0,63127,63,1.639,6.214,-1.200,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,9.224,38,6.554,47,7.276,98,0.000,99,14.958,255,0,
1567683083986,246,63460,63,1.632,6.233,-1.170,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,9.224,38,6.554,47,7.276,98,0.000,99,14.958,255,0,
1567683084265,1,63739,63,1.635,6.238,-1.163,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,9.224,38,6.554,47,7.276,98,0.000,99,14.958,255,0,
1567683084607,0,64081,63,1.638,6.227,-1.158,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,9.224,38,6.554,47,7.276,98,0.000,99,14.958,255,0,
1567683085118,0,64592,63,1.636,6.156,-1.160,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,9.224,38,6.554,47,7.276,98,0.000,99,14.958,255,0,
1567683085336,218,64810,63,1.625,6.039,-1.162,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,10.438,38,5.411,47,7.276,98,0.000,99,14.003,255,0,
1567683085644,153,65118,63,1.609,5.908,-1.161,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,10.438,38,5.411,47,7.276,98,0.000,99,14.003,255,0,
1567683085979,0,65453,63,1.596,5.789,-1.161,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,10.438,38,5.411,47,7.276,98,0.000,99,14.003,255,0,
1567683086501,0,65975,63,1.577,5.625,-1.146,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,10.438,38,5.411,47,7.276,98,0.000,99,14.003,255,0,
1567683086668,130,66142,63,1.552,5.310,-1.106,4,14.711,8,0.000,20,6.092,21,8.925,24,0.000,27,10.438,38,5.411,47,7.276,98,0.000,99,14.003,255,0,
1567683087015,347,66489,63,1.544,5.172,-1.088,4,14.711,8,0.000,20,4.136,21,6.905,24,0.000,27,3.804,38,4.202,47,7.276,98,0.000,99,12.759,255,0,
1567683087449,434,66923,63,1.538,4.992,-1.066,4,14.711,8,0.000,20,4.136,21,6.905,24,0.000,27,3.804,38,4.202,47,7.276,98,0.000,99,12.759,255,0,
1567683087741,292,67215,63,1.539,4.763,-1.049,4,14.711,8,0.000,20,4.136,21,6.905,24,0.000,27,3.804,38,4.202,47,7.276,98,0.000,99,12.759,255,0,
1567683088238,0,67712,63,1.540,4.391,-1.022,4,14.711,8,0.000,20,4.136,21,6.905,24,0.000,27,3.804,38,4.202,47,7.276,98,0.000,99,12.759,255,0,
1567683088523,285,67997,63,1.537,4.253,-1.011,4,14.711,8,0.000,20,4.136,21,6.905,24,0.000,27,3.804,38,4.202,47,7.276,98,0.000,99,12.759,255,0,
1567683088894,174,68368,63,1.529,3.983,-0.989,4,14.711,8,0.000,20,2.867,21,6.905,24,0.000,27,3.685,38,2.922,47,7.276,98,0.000,99,11.383,255,0,
1567683089128,0,68602,63,1.512,3.673,-0.952,4,14.711,8,0.000,20,2.867,21,6.905,24,0.000,27,3.685,38,2.922,47,7.276,98,0.000,99,11.383,255,0,
1567683089621,0,69095,63,1.498,3.469,-0.921,4,14.711,8,0.000,20,2.867,21,6.905,24,0.000,27,3.685,38,2.922,47,7.276,98,0.000,99,11.383,255,0,
1567683089906,285,69380,63,1.476,3.087,-0.856,4,14.711,8,0.000,20,2.867,21,6.905,24,0.000,27,3.685,38,2.922,47,7.276,98,0.000,99,11.383,255,0,
1567683090140,1,69614,63,1.460,2.864,-0.808,4,14.711,8,0.000,20,2.867,21,6.905,24,0.000,27,3.685,38,2.922,47,7.276,98,0.000,99,11.383,255,0,
1567683090539,84,70013,63,1.442,2.585,-0.746,4,14.711,8,0.000,20,2.867,21,6.905,24,0.000,27,4.017,38,1.909,47,7.276,98,0.000,99,10.108,255,0,
